sk_os,id_os,sk_tempo,sk_concessionaria,sk_veiculo,sk_servico,sk_cliente,vlr_mao_obra,vlr_pecas_sellout,vlr_pecas_sellin,vlr_total_os,margem_bruta_pecas,tempo_atendimento_h,csat,retornou_30d,status_os
277,OS000277,456,9,9,7,513,0.0,0.0,0.0,0.0,0.0,4,5,False,Concluída
278,OS000278,289,2,17,11,3473,180.95,142.18,98.68,323.13,43.5,6,5,False,Concluída
279,OS000279,258,7,14,12,1004,545.88,378.87,257.5,924.75,121.37,4,5,False,Concluída
280,OS000280,459,17,32,2,2867,224.94,242.06,173.24,467.0,68.82,1,5,False,Concluída
281,OS000281,433,3,59,8,729,991.69,918.57,613.5,1910.26,305.07,1,3,True,Concluída
282,OS000282,223,4,58,9,1334,1213.41,1167.49,703.44,2380.9,464.05,6,5,False,Concluída
283,OS000283,106,3,36,2,1858,165.63,90.29,51.86,255.92,38.43,7,5,False,Concluída
284,OS000284,278,8,33,2,3778,129.05,128.12,91.63,257.17,36.49,2,5,False,Concluída
285,OS000285,308,11,74,10,3072,349.22,199.79,124.14,549.01,75.65,6,5,False,Concluída
286,OS000286,455,16,64,9,103,1135.19,737.09,446.05,1872.28,291.04,2,4,True,Em Aberto
287,OS000287,673,14,13,12,3573,559.17,293.26,198.9,852.43,94.36,1,5,False,Concluída
288,OS000288,32,23,34,8,911,1076.16,664.72,440.4,1740.88,224.32,8,5,False,Concluída
289,OS000289,182,19,5,7,1741,0.0,0.0,0.0,0.0,0.0,4,5,False,Concluída
290,OS000290,141,23,70,1,844,576.48,283.08,176.38,859.56,106.7,5,3,False,Concluída
291,OS000291,368,2,33,9,1611,2905.94,2541.27,1625.34,5447.21,915.93,5,4,False,Concluída
292,OS000292,317,12,5,4,3933,318.17,227.88,148.55,546.05,79.33,1,5,False,Concluída
293,OS000293,535,11,72,6,2635,1351.94,1563.19,1063.67,2915.13,499.52,5,1,False,Concluída
294,OS000294,181,16,18,2,2419,157.63,78.18,49.61,235.81,28.57,7,3,False,Concluída
295,OS000295,435,11,18,5,3588,540.56,380.64,254.89,921.2,125.75,6,5,False,Concluída
296,OS000296,653,3,26,11,2625,164.42,179.12,99.8,343.54,79.32,1,4,False,Concluída
297,OS000297,671,23,84,1,3565,487.93,225.57,136.07,713.5,89.5,7,4,False,Concluída
298,OS000298,701,10,20,12,2715,450.69,436.09,270.82,886.78,165.27,2,4,False,Concluída
299,OS000299,572,5,84,5,2476,724.03,849.26,491.91,1573.29,357.35,8,5,False,Concluída
300,OS000300,668,13,4,12,3811,541.21,614.71,347.3,1155.92,267.41,2,4,False,Concluída
301,OS000301,174,25,22,8,1148,516.31,449.76,287.43,966.07,162.33,7,4,False,Concluída
302,OS000302,144,24,82,5,3636,1096.42,1092.74,642.17,2189.16,450.57,3,4,False,Concluída
303,OS000303,6,6,73,7,1869,0.0,0.0,0.0,0.0,0.0,4,5,False,Concluída
304,OS000304,516,20,9,12,430,567.07,385.32,259.57,952.39,125.75,3,4,False,Concluída
305,OS000305,687,3,59,8,2143,507.15,262.28,153.05,769.43,109.23,3,4,False,Concluída
306,OS000306,135,22,33,1,2105,578.06,534.36,309.99,1112.42,224.37,8,5,True,Concluída
307,OS000307,461,9,7,8,1035,803.14,683.46,443.23,1486.6,240.23,6,2,False,Concluída
308,OS000308,550,21,33,11,586,322.85,291.14,167.6,613.99,123.54,2,5,False,Concluída
309,OS000309,681,7,66,11,2597,243.78,220.65,151.23,464.43,69.42,1,3,False,Concluída
310,OS000310,469,23,72,1,968,455.58,209.27,131.53,664.85,77.74,1,5,False,Concluída
311,OS000311,709,7,59,8,2704,273.96,291.87,164.34,565.83,127.53,2,5,False,Concluída
312,OS000312,261,25,35,10,1605,323.0,260.23,163.6,583.23,96.63,1,5,False,Concluída
313,OS000313,265,2,32,2,597,178.47,187.01,123.58,365.48,63.43,6,4,False,Concluída
314,OS000314,402,8,1,4,3904,542.0,434.19,309.5,976.19,124.69,8,5,False,Concluída
315,OS000315,288,18,52,1,3336,381.05,426.51,259.48,807.56,167.03,2,5,False,Concluída
316,OS000316,2,1,35,1,2339,501.36,269.76,159.73,771.12,110.03,8,3,False,Concluída
317,OS000317,537,10,40,4,1797,696.39,570.52,372.93,1266.91,197.59,6,5,False,Concluída
318,OS000318,554,6,44,12,3021,380.5,238.31,147.63,618.81,90.68,6,2,False,Concluída
319,OS000319,550,18,39,11,2189,285.78,126.28,83.0,412.06,43.28,6,4,False,Concluída
320,OS000320,262,13,20,4,261,326.36,155.22,103.27,481.58,51.95,5,5,False,Concluída
321,OS000321,386,21,3,4,993,400.8,433.37,309.4,834.17,123.97,3,3,False,Concluída
322,OS000322,272,1,53,8,2832,633.37,548.62,314.93,1181.99,233.69,6,3,False,Concluída
323,OS000323,15,23,12,4,2803,424.09,392.22,259.87,816.31,132.35,3,5,False,Concluída
324,OS000324,415,1,8,5,276,876.03,1007.79,607.32,1883.82,400.47,7,4,False,Concluída
325,OS000325,87,12,64,11,426,278.7,184.72,105.61,463.42,79.11,2,5,False,Concluída
326,OS000326,61,8,41,12,1820,476.11,351.71,215.07,827.82,136.64,6,5,False,Concluída
327,OS000327,557,21,11,10,3638,261.77,303.9,184.8,565.67,119.1,8,5,False,Em Aberto
328,OS000328,9,5,26,11,208,188.4,226.08,130.3,414.48,95.78,5,4,False,Concluída
329,OS000329,701,3,38,2,3445,229.78,110.5,75.26,340.28,35.24,1,5,False,Concluída
330,OS000330,380,18,5,10,3424,332.39,366.0,239.75,698.39,126.25,7,5,False,Concluída
331,OS000331,719,6,32,11,992,180.85,98.5,65.78,279.35,32.72,3,2,False,Concluída
332,OS000332,47,4,69,10,3851,344.24,149.73,91.62,493.97,58.11,4,4,False,Concluída
333,OS000333,428,15,15,9,1986,3896.6,3462.04,2346.94,7358.64,1115.1,8,3,False,Cancelada
334,OS000334,265,4,61,7,3012,0.0,0.0,0.0,0.0,0.0,8,5,False,Concluída
335,OS000335,626,6,52,12,1979,566.39,314.47,209.22,880.86,105.25,8,4,False,Concluída
336,OS000336,273,18,28,1,717,488.5,305.52,187.87,794.02,117.65,7,1,False,Concluída
337,OS000337,196,18,19,4,3333,686.51,723.25,496.3,1409.76,226.95,3,5,False,Concluída
338,OS000338,636,10,54,7,1159,0.0,0.0,0.0,0.0,0.0,8,4,False,Concluída
339,OS000339,282,13,81,12,461,555.94,469.01,266.14,1024.95,202.87,2,2,False,Concluída
340,OS000340,15,20,15,9,3094,1569.21,1585.68,945.66,3154.89,640.02,3,4,False,Concluída
341,OS000341,292,22,13,4,1471,632.42,299.37,210.99,931.79,88.38,8,4,False,Concluída
342,OS000342,475,18,82,7,1154,0.0,0.0,0.0,0.0,0.0,7,5,False,Concluída
343,OS000343,191,7,23,8,3432,269.23,215.82,127.35,485.05,88.47,2,1,False,Concluída
344,OS000344,318,8,80,8,1882,687.39,290.46,205.72,977.85,84.74,6,3,False,Concluída
345,OS000345,46,25,62,3,1629,159.14,81.17,48.6,240.31,32.57,8,4,False,Concluída
346,OS000346,431,6,84,12,1662,493.63,252.26,169.0,745.89,83.26,8,4,False,Concluída
347,OS000347,558,2,25,5,1786,892.28,1003.53,555.18,1895.81,448.35,4,4,False,Concluída
348,OS000348,307,22,32,7,904,0.0,0.0,0.0,0.0,0.0,7,4,False,Concluída
349,OS000349,311,8,21,6,3796,1100.2,693.66,417.03,1793.86,276.63,1,4,False,Concluída
350,OS000350,66,10,1,8,2033,509.97,464.66,304.76,974.63,159.9,2,4,False,Em Aberto
351,OS000351,147,17,28,2,2819,134.41,151.09,98.43,285.5,52.66,1,5,False,Concluída
352,OS000352,110,22,12,8,1897,1021.54,878.56,590.53,1900.1,288.03,5,5,False,Concluída
353,OS000353,352,12,79,12,3206,400.23,356.94,210.91,757.17,146.03,7,4,False,Concluída
354,OS000354,392,11,20,10,641,237.46,221.92,141.81,459.38,80.11,6,2,False,Concluída
355,OS000355,694,17,83,9,3283,830.11,681.39,433.53,1511.5,247.86,1,3,False,Concluída
356,OS000356,56,16,51,3,3944,119.05,92.4,60.81,211.45,31.59,6,5,False,Concluída
357,OS000357,438,22,26,11,1484,200.73,82.9,56.71,283.63,26.19,6,5,False,Concluída
358,OS000358,390,10,43,5,962,592.9,548.84,311.53,1141.74,237.31,6,4,False,Concluída
359,OS000359,381,20,50,8,3561,373.43,254.62,154.7,628.05,99.92,3,5,False,Concluída
360,OS000360,647,3,74,5,1977,1064.31,1008.7,722.97,2073.01,285.73,8,4,False,Concluída
361,OS000361,150,19,28,2,2404,202.13,212.07,118.91,414.2,93.16,8,5,False,Concluída
362,OS000362,35,4,26,10,692,207.4,116.41,79.68,323.81,36.73,1,5,False,Concluída
363,OS000363,489,19,77,4,1317,426.24,276.23,170.63,702.47,105.6,8,1,False,Concluída
364,OS000364,262,9,25,10,1021,250.66,251.32,146.39,501.98,104.93,6,2,False,Cancelada
365,OS000365,16,20,31,9,1512,3531.27,1547.56,1023.67,5078.83,523.89,5,5,False,Concluída
366,OS000366,188,17,84,9,3380,1023.22,710.54,498.24,1733.76,212.3,8,4,False,Concluída
367,OS000367,236,4,79,10,1545,378.93,268.78,192.32,647.71,76.46,8,1,False,Concluída
368,OS000368,448,17,18,8,3619,1099.69,763.05,523.1,1862.74,239.95,5,2,False,Concluída
369,OS000369,124,3,40,6,873,2963.1,2908.77,1638.85,5871.87,1269.92,3,5,False,Concluída
370,OS000370,307,20,67,5,1709,836.38,549.48,309.69,1385.86,239.79,5,4,False,Concluída
371,OS000371,353,4,63,5,3633,645.2,569.13,354.25,1214.33,214.88,8,5,False,Concluída
372,OS000372,336,9,11,1,3368,455.46,197.62,137.92,653.08,59.7,6,5,False,Cancelada
373,OS000373,712,6,27,7,215,0.0,0.0,0.0,0.0,0.0,1,4,False,Concluída
374,OS000374,38,19,37,5,1402,460.03,418.63,256.1,878.66,162.53,3,5,False,Concluída
375,OS000375,696,7,12,3,2056,175.28,90.13,58.88,265.41,31.25,8,5,False,Concluída
376,OS000376,427,16,28,5,3215,427.84,194.15,132.48,621.99,61.67,6,4,False,Concluída
377,OS000377,590,15,6,1,3442,458.65,531.84,295.44,990.49,236.4,3,4,False,Concluída
378,OS000378,317,16,70,4,2602,571.62,662.54,406.3,1234.16,256.24,2,5,True,Concluída
379,OS000379,332,14,44,10,3159,314.78,259.24,160.12,574.02,99.12,5,2,False,Concluída
380,OS000380,651,4,47,2,612,152.45,74.82,50.51,227.27,24.31,8,3,False,Concluída
381,OS000381,661,23,36,4,3313,507.1,573.45,326.88,1080.55,246.57,5,3,False,Cancelada
382,OS000382,178,2,82,11,1139,290.81,166.24,108.72,457.05,57.52,8,4,False,Concluída
383,OS000383,145,7,44,11,1381,190.04,96.65,54.37,286.69,42.28,3,4,False,Concluída
384,OS000384,363,24,69,4,1036,659.47,498.62,281.68,1158.09,216.94,6,4,False,Concluída
385,OS000385,664,7,23,8,2612,1068.19,1033.62,665.13,2101.81,368.49,5,3,False,Concluída
386,OS000386,246,6,23,7,3256,0.0,0.0,0.0,0.0,0.0,3,4,False,Concluída
387,OS000387,473,20,35,1,1362,588.11,474.61,270.83,1062.72,203.78,4,4,False,Concluída
388,OS000388,517,9,69,11,952,308.41,181.77,115.24,490.18,66.53,6,5,False,Concluída
389,OS000389,577,17,61,3,986,135.4,94.12,64.62,229.52,29.5,3,5,True,Em Aberto
390,OS000390,416,21,81,8,2106,995.53,466.88,281.33,1462.41,185.55,8,4,False,Concluída
391,OS000391,300,11,38,12,1205,433.99,440.64,304.03,874.63,136.61,2,5,False,Concluída
392,OS000392,707,16,52,12,3998,293.86,192.07,108.06,485.93,84.01,8,4,False,Concluída
393,OS000393,445,1,2,3,178,148.01,100.0,69.93,248.01,30.07,3,5,False,Concluída
394,OS000394,535,16,19,6,1244,2873.01,1445.77,918.77,4318.78,527.0,1,1,False,Concluída
395,OS000395,262,17,63,10,682,366.28,298.33,179.51,664.61,118.82,3,3,False,Concluída
396,OS000396,487,6,67,10,1932,264.53,255.92,155.81,520.45,100.11,5,4,False,Concluída
397,OS000397,194,22,23,2,1480,229.97,138.09,90.86,368.06,47.23,5,4,False,Concluída
398,OS000398,183,11,26,2,1278,136.27,87.52,56.07,223.79,31.45,3,4,False,Concluída
399,OS000399,523,7,30,3,225,139.18,120.32,69.68,259.5,50.64,6,4,False,Em Aberto
400,OS000400,385,16,19,3,2510,164.25,139.76,96.47,304.01,43.29,1,5,False,Concluída
401,OS000401,498,25,39,8,1525,305.59,354.13,241.19,659.72,112.94,5,5,False,Concluída
402,OS000402,203,22,28,2,3393,204.65,207.43,128.78,412.08,78.65,1,3,False,Concluída
403,OS000403,437,2,73,2,577,184.74,166.59,99.83,351.33,66.76,5,5,False,Concluída
404,OS000404,326,20,61,8,3387,827.83,864.05,575.84,1691.88,288.21,5,4,False,Concluída
405,OS000405,436,13,48,5,347,762.84,725.38,418.45,1488.22,306.93,7,5,False,Concluída
406,OS000406,221,13,79,9,1954,2246.45,1265.24,826.37,3511.69,438.87,6,5,False,Concluída
407,OS000407,524,15,13,7,3272,0.0,0.0,0.0,0.0,0.0,6,5,False,Concluída
408,OS000408,598,15,11,7,3530,0.0,0.0,0.0,0.0,0.0,6,3,False,Concluída
409,OS000409,195,9,40,7,1300,0.0,0.0,0.0,0.0,0.0,4,5,False,Concluída
410,OS000410,229,18,51,5,3263,773.18,474.71,281.1,1247.89,193.61,2,5,False,Concluída
411,OS000411,480,14,70,8,1084,265.79,307.34,214.19,573.13,93.15,7,3,True,Concluída
412,OS000412,508,23,80,8,1125,522.75,570.97,329.53,1093.72,241.44,6,5,False,Concluída
413,OS000413,514,14,30,3,2881,173.38,169.38,98.63,342.76,70.75,3,5,False,Concluída
414,OS000414,497,4,30,10,3678,299.65,243.25,154.41,542.9,88.84,5,5,False,Concluída
415,OS000415,294,14,78,8,89,846.58,399.62,246.51,1246.2,153.11,8,5,False,Concluída
416,OS000416,295,10,54,5,1077,1173.35,671.29,409.48,1844.64,261.81,1,2,False,Concluída
417,OS000417,191,11,7,3,1566,108.14,94.95,65.83,203.09,29.12,8,4,False,Concluída
418,OS000418,111,22,67,9,3162,1571.54,638.9,363.07,2210.44,275.83,3,5,False,Concluída
419,OS000419,505,1,10,4,64,652.98,641.23,435.94,1294.21,205.29,6,5,False,Concluída
420,OS000420,68,14,61,6,3390,922.15,406.6,262.46,1328.75,144.14,6,5,False,Em Aberto
421,OS000421,688,8,37,10,1298,310.64,142.53,90.61,453.17,51.92,5,5,False,Concluída
422,OS000422,614,6,15,3,2186,162.53,146.05,95.5,308.58,50.55,3,4,False,Concluída
423,OS000423,636,11,50,11,775,345.02,246.73,169.04,591.75,77.69,6,4,False,Concluída
424,OS000424,668,14,4,3,2634,135.78,94.03,54.02,229.81,40.01,7,3,False,Concluída
425,OS000425,304,7,42,5,198,800.06,349.02,200.09,1149.08,148.93,6,5,False,Concluída
426,OS000426,628,22,68,11,644,310.79,253.44,145.81,564.23,107.63,3,5,False,Em Aberto
427,OS000427,112,7,10,12,552,364.79,324.83,187.63,689.62,137.2,5,4,False,Concluída
428,OS000428,20,21,22,3,1802,139.37,112.31,71.5,251.68,40.81,8,5,False,Concluída
429,OS000429,582,19,31,1,3866,562.62,359.98,247.91,922.6,112.07,6,5,False,Concluída
430,OS000430,57,22,76,2,2793,163.06,79.52,49.37,242.58,30.15,5,5,True,Concluída
431,OS000431,723,10,73,6,2523,2951.24,2892.98,1929.52,5844.22,963.46,1,4,False,Concluída
432,OS000432,491,25,28,2,381,197.6,121.02,80.05,318.62,40.97,4,4,True,Concluída
433,OS000433,555,22,69,10,3808,344.28,298.43,172.79,642.71,125.64,7,3,False,Concluída
434,OS000434,184,9,80,8,2103,392.11,370.38,205.7,762.49,164.68,2,4,False,Concluída
435,OS000435,490,18,19,6,1990,1315.12,990.06,615.02,2305.18,375.04,7,5,True,Concluída
436,OS000436,37,17,78,6,285,2664.35,1940.45,1322.89,4604.8,617.56,8,4,False,Concluída
437,OS000437,622,13,47,11,1447,324.56,320.88,179.88,645.44,141.0,3,4,False,Concluída
438,OS000438,122,4,24,11,2229,253.74,215.35,154.98,469.09,60.37,8,1,False,Concluída
439,OS000439,509,21,56,6,1971,2218.79,1444.44,836.97,3663.23,607.47,6,5,False,Concluída
440,OS000440,166,7,11,5,407,837.02,787.38,549.2,1624.4,238.18,5,5,False,Concluída
441,OS000441,53,8,77,2,2783,199.31,110.38,65.33,309.69,45.05,5,4,False,Em Aberto
442,OS000442,352,16,74,6,2788,1407.14,1658.07,995.83,3065.21,662.24,5,3,False,Concluída
443,OS000443,121,12,54,8,1848,1116.37,1063.0,673.02,2179.37,389.98,8,5,False,Concluída
444,OS000444,535,1,59,11,3261,219.76,252.06,172.72,471.82,79.34,5,5,False,Concluída
445,OS000445,177,6,65,12,2725,350.73,301.2,193.47,651.93,107.73,7,5,False,Concluída
446,OS000446,260,1,32,11,1157,313.68,365.03,250.7,678.71,114.33,5,4,False,Concluída
447,OS000447,418,8,18,10,453,208.41,242.64,136.71,451.05,105.93,8,3,False,Concluída
448,OS000448,216,12,4,7,2694,0.0,0.0,0.0,0.0,0.0,4,5,False,Concluída
449,OS000449,284,16,80,3,3988,100.21,83.26,59.0,183.47,24.26,5,5,False,Concluída
450,OS000450,606,1,82,6,242,1170.64,1044.84,678.9,2215.48,365.94,4,3,False,Concluída
451,OS000451,129,4,51,8,838,266.0,299.02,175.93,565.02,123.09,4,5,False,Em Aberto
452,OS000452,62,19,47,7,3996,0.0,0.0,0.0,0.0,0.0,8,4,True,Concluída
453,OS000453,250,18,54,1,716,380.16,386.48,212.9,766.64,173.58,3,5,False,Concluída
454,OS000454,314,8,25,12,2209,392.42,450.51,315.05,842.93,135.46,8,5,False,Concluída
455,OS000455,402,6,10,7,3470,0.0,0.0,0.0,0.0,0.0,5,5,False,Concluída
456,OS000456,281,13,7,4,2720,428.47,392.79,276.66,821.26,116.13,2,3,False,Em Aberto
457,OS000457,586,20,65,11,1572,280.46,164.29,110.99,444.75,53.3,1,1,False,Concluída
458,OS000458,34,3,19,10,1558,382.65,206.65,144.65,589.3,62.0,3,5,False,Concluída
459,OS000459,318,15,7,3,1502,173.39,74.4,51.5,247.79,22.9,8,5,False,Concluída
460,OS000460,287,6,45,8,449,442.21,441.86,308.55,884.07,133.31,5,5,False,Concluída
461,OS000461,470,6,78,2,3724,233.98,95.33,61.64,329.31,33.69,2,3,False,Concluída
462,OS000462,706,5,38,7,1974,0.0,0.0,0.0,0.0,0.0,8,4,False,Concluída
463,OS000463,375,19,7,6,1542,3470.57,2896.68,1836.39,6367.25,1060.29,3,5,False,Concluída
464,OS000464,722,10,46,8,1678,1306.38,1011.68,589.58,2318.06,422.1,2,5,False,Concluída
465,OS000465,230,9,67,4,499,432.27,425.74,281.08,858.01,144.66,3,5,False,Concluída
466,OS000466,28,14,75,2,2641,121.83,81.59,48.97,203.42,32.62,4,3,False,Concluída
467,OS000467,118,22,8,9,2592,1196.68,1298.3,912.05,2494.98,386.25,7,3,False,Concluída
468,OS000468,295,5,3,3,483,131.53,61.74,40.98,193.27,20.76,3,5,False,Concluída
469,OS000469,241,7,12,3,3324,178.17,139.32,98.79,317.49,40.53,1,5,False,Concluída
470,OS000470,71,17,82,5,2811,608.63,358.13,242.86,966.76,115.27,6,4,False,Concluída
471,OS000471,319,23,43,9,3132,1626.62,1591.33,878.33,3217.95,713.0,6,5,False,Concluída
472,OS000472,257,17,7,1,3761,557.83,250.86,143.01,808.69,107.85,5,4,False,Concluída
473,OS000473,86,9,48,4,1560,363.89,345.28,244.09,709.17,101.19,5,4,False,Concluída
474,OS000474,225,22,80,10,1959,338.06,307.96,218.62,646.02,89.34,6,4,False,Concluída
475,OS000475,655,23,45,4,835,545.85,314.03,179.85,859.88,134.18,3,5,False,Concluída
476,OS000476,230,7,25,2,3024,179.15,213.38,130.91,392.53,82.47,8,5,False,Concluída
477,OS000477,522,1,4,8,920,1184.56,1233.83,851.78,2418.39,382.05,4,1,False,Concluída
478,OS000478,445,2,4,1,2384,554.1,485.75,332.18,1039.85,153.57,8,3,False,Concluída
479,OS000479,315,10,50,10,2036,305.63,210.71,148.75,516.34,61.96,2,5,False,Concluída
480,OS000480,178,19,58,6,74,966.75,810.25,515.26,1777.0,294.99,3,1,False,Concluída
481,OS000481,278,8,65,7,1810,0.0,0.0,0.0,0.0,0.0,8,2,False,Concluída
482,OS000482,433,9,67,12,396,290.68,164.04,106.48,454.72,57.56,2,5,False,Concluída
483,OS000483,266,15,28,11,2966,329.78,249.44,139.55,579.22,109.89,3,4,False,Concluída
484,OS000484,158,11,75,11,3568,252.65,193.39,108.26,446.04,85.13,8,5,False,Concluída
485,OS000485,82,24,37,3,3177,147.28,95.22,52.72,242.5,42.5,5,5,False,Concluída
486,OS000486,651,12,2,12,2343,535.76,533.96,346.17,1069.72,187.79,1,4,False,Concluída
487,OS000487,324,22,73,10,3557,284.74,273.44,175.55,558.18,97.89,1,4,False,Concluída
488,OS000488,453,18,61,12,3923,577.1,262.7,186.19,839.8,76.51,1,3,False,Concluída
489,OS000489,359,2,81,12,2357,350.48,190.66,109.25,541.14,81.41,7,3,False,Concluída
490,OS000490,646,15,51,5,2743,699.57,778.67,487.64,1478.24,291.03,7,5,False,Concluída
491,OS000491,405,10,31,10,2579,275.13,260.32,172.46,535.45,87.86,3,2,False,Concluída
492,OS000492,352,7,81,2,3643,204.96,139.01,80.67,343.97,58.34,7,4,False,Concluída
493,OS000493,679,9,81,12,322,435.09,427.38,251.24,862.47,176.14,1,4,True,Concluída
494,OS000494,527,22,43,12,3222,514.66,608.74,382.72,1123.4,226.02,7,5,False,Concluída
495,OS000495,79,17,28,6,1531,2236.22,2367.46,1401.72,4603.68,965.74,6,5,True,Concluída
496,OS000496,128,14,39,3,3432,95.51,52.61,36.76,148.12,15.85,2,4,False,Concluída
497,OS000497,583,9,65,12,3727,261.28,242.51,158.73,503.79,83.78,1,4,False,Concluída
498,OS000498,621,7,16,1,2999,422.2,191.61,124.73,613.81,66.88,8,4,False,Concluída
499,OS000499,404,15,67,3,1284,139.78,134.56,75.12,274.34,59.44,1,5,False,Concluída
500,OS000500,410,3,79,9,2894,1967.7,1155.97,678.48,3123.67,477.49,1,4,False,Concluída
501,OS000501,457,2,68,12,2139,299.05,357.3,210.74,656.35,146.56,6,3,False,Concluída
502,OS000502,323,3,36,7,2644,0.0,0.0,0.0,0.0,0.0,6,5,False,Concluída
503,OS000503,495,2,30,4,2688,394.76,434.63,311.88,829.39,122.75,4,5,False,Concluída
504,OS000504,78,13,23,12,2020,394.75,244.79,157.8,639.54,86.99,3,5,False,Concluída
505,OS000505,702,13,63,7,3392,0.0,0.0,0.0,0.0,0.0,8,4,False,Concluída
506,OS000506,553,2,69,6,1669,926.59,625.94,412.72,1552.53,213.22,7,5,False,Concluída
507,OS000507,457,20,47,10,3495,357.16,233.94,145.22,591.1,88.72,3,4,False,Concluída
508,OS000508,241,22,11,2,382,158.99,86.98,55.79,245.97,31.19,4,5,False,Concluída
509,OS000509,115,19,19,2,2778,230.41,147.6,98.93,378.01,48.67,8,4,False,Concluída
510,OS000510,304,9,62,11,281,332.95,282.98,202.2,615.93,80.78,3,5,False,Concluída
511,OS000511,481,5,72,10,3144,277.68,167.72,101.66,445.4,66.06,2,5,False,Concluída
512,OS000512,459,21,43,11,289,334.45,360.44,203.91,694.89,156.53,4,5,False,Concluída
513,OS000513,287,7,75,3,680,85.15,59.75,39.01,144.9,20.74,1,3,False,Concluída
514,OS000514,446,25,9,11,1057,324.72,178.77,121.47,503.49,57.3,4,4,False,Concluída
515,OS000515,604,13,25,6,3166,2094.36,2294.54,1391.88,4388.9,902.66,1,4,False,Concluída
516,OS000516,24,1,78,4,2764,384.72,212.37,143.57,597.09,68.8,8,5,False,Concluída
517,OS000517,330,9,31,8,1835,1388.77,1328.36,889.52,2717.13,438.84,7,5,False,Concluída
518,OS000518,560,2,13,7,3599,0.0,0.0,0.0,0.0,0.0,5,5,False,Concluída
519,OS000519,404,3,65,6,2917,1827.79,1511.44,923.6,3339.23,587.84,5,5,False,Concluída
520,OS000520,473,12,30,8,1132,667.54,738.47,464.66,1406.01,273.81,8,4,False,Em Aberto
521,OS000521,381,5,73,5,316,1009.3,662.29,387.13,1671.59,275.16,6,4,False,Concluída
522,OS000522,725,12,29,9,1049,2007.36,1706.3,1002.65,3713.66,703.65,3,5,False,Concluída
523,OS000523,44,4,18,1,2532,354.87,299.03,194.16,653.9,104.87,7,5,False,Concluída
524,OS000524,359,21,3,4,3046,418.08,232.85,137.17,650.93,95.68,4,5,False,Concluída
525,OS000525,67,21,35,2,49,184.91,170.8,113.83,355.71,56.97,5,4,False,Concluída
526,OS000526,114,12,66,6,705,2861.07,2262.81,1522.88,5123.88,739.93,8,5,False,Concluída
527,OS000527,287,5,4,9,2854,2166.82,2136.96,1303.27,4303.78,833.69,3,5,False,Concluída
528,OS000528,110,14,41,8,903,1136.41,898.51,634.23,2034.92,264.28,1,5,False,Em Aberto
529,OS000529,704,14,79,9,3855,2381.41,2551.1,1435.34,4932.51,1115.76,1,5,False,Concluída
530,OS000530,693,10,81,6,39,2863.71,2090.26,1449.04,4953.97,641.22,4,4,False,Concluída
531,OS000531,255,10,30,11,416,163.59,85.2,50.03,248.79,35.17,8,5,True,Concluída
532,OS000532,463,5,11,9,2120,1868.88,1671.28,1108.64,3540.16,562.64,8,4,False,Concluída
533,OS000533,396,18,33,6,2353,2580.07,1064.5,681.79,3644.57,382.71,7,5,True,Concluída
534,OS000534,606,17,38,5,2846,409.48,337.22,201.22,746.7,136.0,5,4,False,Concluída
535,OS000535,454,10,5,3,3796,81.71,85.84,57.05,167.55,28.79,3,2,False,Concluída
536,OS000536,1,11,59,12,1117,287.46,137.13,78.89,424.59,58.24,4,5,False,Em Aberto
