"sk_cliente","id_cliente","segmento_cliente","canal_aquisicao","uf_cliente","qtd_visitas","primeira_visita","ultima_visita","valor_lifetime","classificacao_retencao"
514,"CLI00514","PF - Varejo","CRM Ativo","CE","10","2023-05-29","2024-09-19","12560.72","Fiel"
1056,"CLI01056","PJ - Frota Grande","Digital","SP","10","2023-01-08","2024-11-21","11964.26","Fiel"
3578,"CLI03578","PF - Varejo","Digital","ES","10","2023-03-08","2024-11-22","12817.02","Fiel"
754,"CLI00754","PJ - Frota Grande","Indicação","MG","10","2023-01-14","2024-12-09","5967.43","Fiel"
3768,"CLI03768","PF - Varejo","Recall","MG","10","2023-01-07","2024-12-27","11345.69","Fiel"
98,"CLI00098","PF - Premium","Recall","MG","10","2023-04-26","2024-11-11","10903.96","Fiel"
3434,"CLI03434","PJ - Frota Pequena","Indicação","MG","10","2023-07-12","2024-10-10","13702.76","Fiel"
1594,"CLI01594","PF - Varejo","Digital","DF","10","2023-02-06","2024-12-23","13020.18","Fiel"
3842,"CLI03842","PJ - Frota Pequena","Indicação","GO","10","2023-01-05","2024-12-22","8873.24","Fiel"
830,"CLI00830","PF - Premium","Recall","SP","10","2023-02-14","2024-12-01","25750.78","Fiel"
955,"CLI00955","PF - Varejo","Digital","RJ","10","2023-04-11","2024-09-30","26423.10","Fiel"
3847,"CLI03847","PF - Varejo","Showroom","PR","10","2023-02-14","2024-10-03","6523.59","Fiel"
1634,"CLI01634","PF - Varejo","Showroom","PE","10","2023-03-07","2024-10-03","5546.83","Fiel"
3645,"CLI03645","PF - Varejo","Indicação","SP","10","2023-03-26","2024-12-21","14116.29","Fiel"
716,"CLI00716","PJ - Frota Grande","Digital","RJ","10","2023-03-31","2024-06-13","13234.37","Fiel"
2042,"CLI02042","PF - Varejo","Fidelização","RJ","10","2023-02-19","2024-09-23","18822.85","Fiel"
1080,"CLI01080","PF - Varejo","Fidelização","GO","10","2023-04-25","2024-10-27","18348.90","Fiel"
377,"CLI00377","PF - Premium","Digital","PR","10","2023-01-25","2024-12-17","11980.31","Fiel"
1,"CLI00001","PJ - Frota Pequena","Indicação","MG","10","2023-04-04","2024-12-28","8402.72","Fiel"
3796,"CLI03796","PF - Varejo","Showroom","CE","10","2023-02-16","2024-10-12","9882.96","Fiel"
1566,"CLI01566","PF - Premium","Fidelização","MG","10","2023-07-10","2024-10-26","5768.66","Fiel"
2463,"CLI02463","PF - Varejo","Recall","SP","10","2023-03-31","2024-08-26","11655.11","Fiel"
352,"CLI00352","PJ - Frota Pequena","Digital","MG","10","2023-10-11","2024-11-28","12477.29","Fiel"
2126,"CLI02126","PF - Varejo","Digital","CE","10","2023-02-27","2024-10-28","10394.08","Fiel"
3681,"CLI03681","PF - Varejo","Digital","PR","10","2023-03-06","2024-11-22","10196.44","Fiel"
1436,"CLI01436","PJ - Frota Pequena","Digital","SP","10","2023-01-29","2024-12-16","14997.92","Fiel"
1485,"CLI01485","PJ - Frota Grande","Digital","CE","10","2023-01-16","2024-11-28","10740.24","Fiel"
768,"CLI00768","PJ - Frota Pequena","Indicação","RS","10","2023-04-16","2024-11-02","13942.53","Fiel"
1723,"CLI01723","PF - Varejo","Digital","SP","10","2023-01-16","2024-12-04","22305.03","Fiel"
3153,"CLI03153","PF - Premium","Showroom","SP","10","2023-01-09","2024-12-27","14063.46","Fiel"
1801,"CLI01801","PJ - Frota Grande","Fidelização","SP","10","2023-10-15","2024-12-28","7867.41","Fiel"
236,"CLI00236","PF - Varejo","Showroom","RJ","10","2023-03-22","2024-11-10","9988.73","Fiel"
823,"CLI00823","PF - Varejo","Indicação","RS","10","2023-01-26","2024-08-29","19806.40","Fiel"
1155,"CLI01155","PF - Varejo","Fidelização","SP","10","2023-01-25","2024-09-09","10637.57","Fiel"
625,"CLI00625","PF - Varejo","Digital","RJ","10","2023-04-02","2024-10-16","14448.85","Fiel"
3087,"CLI03087","PJ - Frota Pequena","Indicação","RJ","10","2023-03-08","2024-12-19","21197.11","Fiel"
3394,"CLI03394","PF - Varejo","Indicação","PE","10","2023-01-16","2024-11-23","16754.12","Fiel"
598,"CLI00598","PF - Varejo","Digital","ES","10","2023-01-12","2024-12-27","16470.07","Fiel"
1538,"CLI01538","PJ - Frota Pequena","Digital","MG","10","2023-11-06","2024-12-29","8791.28","Fiel"
2202,"CLI02202","PF - Varejo","Digital","RJ","10","2023-02-12","2024-12-06","8815.77","Fiel"
88,"CLI00088","PF - Premium","Indicação","RJ","10","2023-03-28","2024-12-02","18623.01","Fiel"
3479,"CLI03479","PJ - Frota Pequena","Digital","DF","10","2023-02-07","2024-11-14","15598.09","Fiel"
992,"CLI00992","PJ - Frota Pequena","Indicação","SP","10","2023-05-17","2024-12-19","15561.56","Fiel"
774,"CLI00774","PF - Varejo","Indicação","SP","10","2023-01-05","2024-12-29","14278.40","Fiel"
3370,"CLI03370","PF - Premium","Indicação","SP","10","2023-01-09","2024-12-12","20372.60","Fiel"
3871,"CLI03871","PJ - Frota Pequena","Showroom","RJ","10","2023-03-23","2024-12-18","11669.98","Fiel"
3943,"CLI03943","PJ - Frota Pequena","Indicação","SP","10","2023-01-07","2024-11-28","8974.76","Fiel"
1109,"CLI01109","PF - Varejo","Digital","PR","10","2023-07-14","2024-12-17","18477.43","Fiel"
2898,"CLI02898","PJ - Frota Grande","Indicação","CE","10","2023-08-24","2024-12-19","12254.71","Fiel"
662,"CLI00662","PF - Varejo","Recall","RJ","10","2023-03-30","2024-10-22","14513.35","Fiel"
1728,"CLI01728","PF - Varejo","CRM Ativo","MG","10","2023-04-13","2024-12-23","5256.95","Fiel"
2648,"CLI02648","PF - Varejo","Digital","MG","10","2023-06-12","2024-12-20","14803.52","Fiel"
1339,"CLI01339","PF - Varejo","Fidelização","SP","10","2023-03-25","2024-12-26","8733.89","Fiel"
485,"CLI00485","PF - Varejo","Fidelização","RJ","10","2023-01-09","2024-12-10","10508.28","Fiel"
1350,"CLI01350","PF - Varejo","CRM Ativo","RJ","10","2023-02-20","2024-10-28","15148.64","Fiel"
1059,"CLI01059","PF - Varejo","Digital","RJ","10","2023-05-10","2024-07-05","10590.23","Fiel"
2849,"CLI02849","PF - Varejo","Showroom","MG","10","2023-01-09","2024-09-28","8645.01","Fiel"
490,"CLI00490","PJ - Frota Pequena","Digital","MG","10","2023-04-06","2024-11-30","6831.87","Fiel"
1978,"CLI01978","PF - Varejo","Digital","SP","10","2023-01-13","2024-12-03","4651.83","Fiel"
2138,"CLI02138","PF - Varejo","Fidelização","SP","10","2023-02-18","2024-11-11","5573.75","Fiel"
1719,"CLI01719","PF - Varejo","Digital","MG","10","2023-05-01","2024-11-11","14343.57","Fiel"
744,"CLI00744","PF - Varejo","Digital","DF","10","2023-01-10","2024-11-30","19921.00","Fiel"
1148,"CLI01148","PF - Varejo","Indicação","RJ","10","2023-04-24","2024-11-25","8523.59","Fiel"
3866,"CLI03866","PJ - Frota Pequena","Fidelização","SP","10","2023-03-23","2024-08-04","12978.60","Fiel"
3636,"CLI03636","PF - Varejo","CRM Ativo","SC","10","2023-01-15","2024-08-01","13997.69","Fiel"
2831,"CLI02831","PJ - Frota Grande","CRM Ativo","SP","10","2023-05-22","2024-03-31","13376.10","Fiel"
444,"CLI00444","PF - Varejo","Indicação","SP","10","2023-04-01","2024-10-12","12350.11","Fiel"
3946,"CLI03946","PF - Varejo","Indicação","GO","10","2023-02-16","2024-11-26","20941.16","Fiel"
3320,"CLI03320","PF - Varejo","Digital","GO","10","2023-01-22","2024-12-04","16623.33","Fiel"
3456,"CLI03456","PF - Varejo","Showroom","MG","10","2023-01-17","2024-12-25","10702.25","Fiel"
1576,"CLI01576","PF - Varejo","CRM Ativo","RJ","10","2023-04-09","2024-07-19","22116.17","Fiel"
1533,"CLI01533","PF - Varejo","Indicação","SP","10","2023-06-04","2024-10-25","4974.94","Fiel"
187,"CLI00187","PJ - Frota Pequena","Indicação","DF","10","2023-02-18","2024-03-09","12127.02","Fiel"
3334,"CLI03334","PJ - Frota Grande","Fidelização","RJ","10","2023-01-21","2024-11-19","7046.74","Fiel"
2520,"CLI02520","PF - Premium","CRM Ativo","RJ","10","2023-01-04","2024-12-23","9746.88","Fiel"
3862,"CLI03862","PJ - Frota Pequena","Indicação","CE","10","2023-02-10","2024-11-02","23023.69","Fiel"
1058,"CLI01058","PF - Premium","Indicação","RS","10","2023-02-13","2024-12-27","9704.09","Fiel"
1798,"CLI01798","PF - Premium","Indicação","PR","10","2023-03-25","2024-09-23","11389.60","Fiel"
1448,"CLI01448","PF - Varejo","Indicação","SP","10","2023-02-13","2024-10-31","12089.63","Fiel"
2444,"CLI02444","PF - Premium","Digital","PE","10","2023-02-03","2024-12-31","17920.63","Fiel"
3595,"CLI03595","PF - Varejo","Indicação","CE","10","2023-02-21","2024-11-07","12653.09","Fiel"
788,"CLI00788","PF - Varejo","Indicação","SP","10","2023-05-09","2024-11-27","15734.73","Fiel"
2984,"CLI02984","PJ - Frota Grande","Digital","SC","10","2023-01-08","2024-10-09","7588.45","Fiel"
762,"CLI00762","PF - Premium","Showroom","PR","10","2023-02-13","2024-12-03","12083.12","Fiel"
3162,"CLI03162","PF - Varejo","Indicação","SP","10","2023-04-21","2024-10-19","7979.33","Fiel"
3403,"CLI03403","PF - Premium","Showroom","DF","10","2023-03-02","2024-10-29","30592.50","Fiel"
3442,"CLI03442","PF - Premium","Digital","SP","10","2023-03-17","2024-11-20","12880.46","Fiel"
973,"CLI00973","PJ - Frota Grande","CRM Ativo","RJ","10","2023-01-26","2024-12-27","18767.83","Fiel"
1493,"CLI01493","PF - Varejo","Indicação","RS","10","2023-01-03","2024-10-22","10827.86","Fiel"
2846,"CLI02846","PF - Premium","Indicação","PR","10","2023-01-09","2024-08-28","15478.13","Fiel"
3486,"CLI03486","PJ - Frota Pequena","CRM Ativo","PE","10","2023-01-04","2024-10-10","9323.95","Fiel"
742,"CLI00742","PJ - Frota Pequena","Indicação","GO","10","2023-02-05","2024-12-20","15683.63","Fiel"
1736,"CLI01736","PF - Varejo","Fidelização","RJ","10","2023-02-23","2024-11-21","15175.31","Fiel"
3388,"CLI03388","PF - Premium","Digital","CE","10","2023-03-23","2024-12-02","9561.37","Fiel"
1017,"CLI01017","PF - Varejo","Showroom","RJ","10","2023-05-19","2024-11-09","9340.03","Fiel"
3172,"CLI03172","PF - Varejo","Indicação","SP","10","2023-03-13","2024-12-19","9551.98","Fiel"
200,"CLI00200","PF - Varejo","Digital","RJ","10","2023-01-29","2024-04-05","14434.17","Fiel"
3360,"CLI03360","PF - Varejo","Digital","CE","10","2023-02-10","2024-12-22","16363.53","Fiel"
49,"CLI00049","PJ - Frota Pequena","Recall","DF","10","2023-01-11","2024-12-19","17885.64","Fiel"
672,"CLI00672","PF - Varejo","Showroom","MG","10","2023-03-18","2024-10-31","9251.53","Fiel"
628,"CLI00628","PF - Varejo","Showroom","GO","10","2023-03-12","2024-12-30","16320.63","Fiel"
1312,"CLI01312","PF - Varejo","Indicação","SP","10","2023-02-21","2024-08-28","10027.09","Fiel"
2236,"CLI02236","PF - Premium","Recall","BA","10","2023-03-25","2024-10-16","14203.69","Fiel"
834,"CLI00834","PF - Varejo","Fidelização","RS","10","2023-04-03","2024-07-17","13937.70","Fiel"
215,"CLI00215","PF - Premium","Indicação","SP","10","2023-05-13","2024-12-12","7623.95","Fiel"
939,"CLI00939","PF - Premium","Showroom","SC","10","2023-01-21","2024-11-19","14374.22","Fiel"
3317,"CLI03317","PF - Varejo","Digital","SP","10","2023-02-16","2024-11-15","10239.54","Fiel"
3761,"CLI03761","PF - Premium","Indicação","PR","10","2023-04-12","2024-06-28","10381.37","Fiel"
2088,"CLI02088","PJ - Frota Pequena","Recall","RJ","10","2023-01-18","2024-12-09","18111.67","Fiel"
239,"CLI00239","PF - Varejo","Digital","PR","10","2023-02-09","2024-11-10","12766.26","Fiel"
3714,"CLI03714","PJ - Frota Grande","Showroom","SP","10","2023-03-15","2024-05-22","16121.63","Fiel"
2946,"CLI02946","PF - Varejo","Showroom","SP","10","2023-04-28","2024-11-16","17856.97","Fiel"
2923,"CLI02923","PF - Varejo","Indicação","RJ","10","2023-02-08","2024-10-15","7342.22","Fiel"
1367,"CLI01367","PJ - Frota Grande","Indicação","CE","10","2023-03-28","2024-09-15","8528.51","Fiel"
1781,"CLI01781","PJ - Frota Pequena","Showroom","SP","10","2023-01-09","2024-12-09","8622.86","Fiel"
75,"CLI00075","PJ - Frota Pequena","Showroom","SP","10","2023-10-07","2024-12-23","9756.71","Fiel"
3548,"CLI03548","PJ - Frota Pequena","Digital","SP","10","2023-04-29","2024-06-26","7112.67","Fiel"
991,"CLI00991","PJ - Frota Grande","Indicação","MG","10","2023-04-30","2024-11-11","13089.85","Fiel"
329,"CLI00329","PF - Premium","Indicação","SP","10","2023-05-01","2024-12-31","6642.77","Fiel"
2791,"CLI02791","PJ - Frota Grande","Indicação","RS","10","2023-01-10","2024-11-15","22240.38","Fiel"
1658,"CLI01658","PF - Varejo","Indicação","RJ","10","2023-01-26","2024-11-09","17426.59","Fiel"
1111,"CLI01111","PF - Varejo","Indicação","SP","10","2023-05-25","2024-07-04","14542.93","Fiel"
2703,"CLI02703","PF - Varejo","Digital","ES","10","2023-02-22","2024-09-18","7345.40","Fiel"
577,"CLI00577","PF - Varejo","Digital","SP","10","2023-02-06","2024-12-14","7072.45","Fiel"
2322,"CLI02322","PF - Varejo","Digital","RJ","10","2023-02-09","2024-11-03","21653.79","Fiel"
3616,"CLI03616","PF - Varejo","Indicação","GO","10","2023-06-06","2024-05-26","18905.81","Fiel"
112,"CLI00112","PJ - Frota Grande","Indicação","ES","10","2023-05-03","2024-09-20","10322.99","Fiel"
2113,"CLI02113","PF - Varejo","Fidelização","BA","10","2023-01-27","2024-11-13","7467.10","Fiel"
563,"CLI00563","PF - Premium","CRM Ativo","PR","10","2023-03-10","2024-10-29","7158.15","Fiel"
464,"CLI00464","PF - Premium","Digital","PR","10","2023-02-02","2024-10-14","9055.75","Fiel"
1733,"CLI01733","PF - Varejo","Fidelização","RJ","10","2023-03-08","2024-07-06","7985.07","Fiel"
2000,"CLI02000","PJ - Frota Pequena","Fidelização","RJ","10","2023-01-12","2024-08-12","12525.40","Fiel"
3968,"CLI03968","PF - Premium","Digital","RJ","10","2023-04-06","2024-11-27","13888.39","Fiel"
3563,"CLI03563","PF - Varejo","Indicação","SP","10","2023-04-09","2024-12-05","10208.20","Fiel"
853,"CLI00853","PF - Varejo","Showroom","RJ","10","2023-01-28","2024-10-22","21411.46","Fiel"
3012,"CLI03012","PF - Varejo","Digital","RJ","10","2023-03-06","2024-12-08","10148.42","Fiel"
3504,"CLI03504","PF - Varejo","Digital","SP","10","2023-07-15","2024-11-24","7804.75","Fiel"
1623,"CLI01623","PJ - Frota Pequena","Digital","SP","10","2023-03-08","2024-11-14","10319.51","Fiel"
1191,"CLI01191","PF - Varejo","Fidelização","SC","10","2023-03-10","2024-12-26","13152.83","Fiel"
387,"CLI00387","PF - Varejo","Recall","SP","10","2023-01-22","2024-09-06","7199.41","Fiel"
1108,"CLI01108","PJ - Frota Pequena","Fidelização","SP","10","2023-01-19","2024-12-22","12427.07","Fiel"
816,"CLI00816","PF - Varejo","Digital","GO","10","2023-05-12","2024-11-18","8708.26","Fiel"
2708,"CLI02708","PJ - Frota Pequena","Digital","PR","10","2023-01-24","2024-12-24","15298.49","Fiel"
2321,"CLI02321","PF - Varejo","Digital","BA","10","2023-03-11","2024-12-05","16052.15","Fiel"
153,"CLI00153","PF - Premium","Indicação","MG","10","2023-02-08","2024-08-29","6512.93","Fiel"
2576,"CLI02576","PF - Varejo","Digital","SP","10","2023-03-20","2024-12-25","17825.58","Fiel"
3190,"CLI03190","PJ - Frota Pequena","Indicação","SP","10","2023-01-04","2024-11-17","15003.52","Fiel"
2581,"CLI02581","PF - Varejo","Digital","PE","10","2023-03-14","2024-09-15","17950.97","Fiel"
3040,"CLI03040","PJ - Frota Pequena","Digital","RJ","10","2023-05-12","2024-12-30","5777.86","Fiel"
1098,"CLI01098","PF - Premium","Digital","MG","10","2023-02-15","2024-12-19","15988.20","Fiel"
266,"CLI00266","PF - Varejo","Recall","SP","10","2023-01-08","2024-10-27","5687.88","Fiel"
937,"CLI00937","PF - Varejo","Digital","SC","10","2023-01-20","2024-10-19","11139.69","Fiel"
750,"CLI00750","PF - Varejo","Showroom","RJ","10","2023-01-15","2024-11-17","17497.41","Fiel"
1546,"CLI01546","PJ - Frota Grande","Digital","RJ","10","2023-01-08","2024-12-30","13871.03","Fiel"
2459,"CLI02459","PF - Premium","Digital","SP","10","2023-04-17","2024-07-30","8524.21","Fiel"
491,"CLI00491","PF - Varejo","Showroom","MG","10","2023-01-27","2024-12-21","5630.50","Fiel"
1535,"CLI01535","PF - Varejo","Indicação","RJ","10","2023-01-22","2024-10-27","12319.88","Fiel"
1755,"CLI01755","PF - Varejo","Recall","SP","10","2023-02-19","2024-07-01","16865.50","Fiel"
54,"CLI00054","PF - Varejo","Recall","SP","10","2023-02-27","2024-12-31","13372.12","Fiel"
3811,"CLI03811","PF - Varejo","Indicação","PR","10","2023-01-29","2024-11-14","5913.08","Fiel"
3682,"CLI03682","PJ - Frota Grande","Indicação","SP","10","2023-01-01","2024-12-23","15592.34","Fiel"
3208,"CLI03208","PF - Premium","Digital","SP","10","2023-02-06","2024-11-04","10589.66","Fiel"
2020,"CLI02020","PJ - Frota Grande","Digital","SP","10","2023-02-21","2024-10-12","9396.67","Fiel"
1185,"CLI01185","PJ - Frota Grande","Showroom","SP","10","2023-01-06","2024-07-28","16352.38","Fiel"
898,"CLI00898","PJ - Frota Pequena","Digital","SP","10","2023-01-13","2024-08-29","11345.57","Fiel"
1574,"CLI01574","PF - Premium","Recall","SP","10","2023-02-02","2024-09-04","12966.52","Fiel"
828,"CLI00828","PF - Varejo","Fidelização","BA","10","2023-02-21","2024-12-05","11167.69","Fiel"
2256,"CLI02256","PF - Varejo","Digital","PR","10","2023-06-28","2024-08-31","15318.16","Fiel"
180,"CLI00180","PF - Varejo","Showroom","MG","10","2023-01-01","2024-11-08","30555.56","Fiel"
1068,"CLI01068","PJ - Frota Grande","Digital","RJ","10","2023-04-05","2024-12-14","20160.46","Fiel"
2450,"CLI02450","PJ - Frota Pequena","Showroom","SP","10","2023-09-03","2024-11-01","13629.81","Fiel"
1015,"CLI01015","PF - Varejo","Recall","BA","10","2023-01-01","2024-03-31","9684.31","Fiel"
3260,"CLI03260","PF - Varejo","Indicação","ES","10","2023-03-19","2024-10-11","12262.78","Fiel"
1077,"CLI01077","PJ - Frota Pequena","Digital","SP","10","2023-04-20","2024-12-30","20686.31","Fiel"
2547,"CLI02547","PF - Premium","CRM Ativo","RJ","9","2023-01-10","2024-09-23","12523.95","Fiel"
729,"CLI00729","PF - Premium","CRM Ativo","SP","9","2023-03-05","2024-11-19","21458.86","Fiel"
983,"CLI00983","PF - Varejo","Indicação","DF","9","2023-03-30","2024-12-03","21004.59","Fiel"
2478,"CLI02478","PF - Varejo","Digital","SP","9","2023-03-10","2024-07-30","15538.18","Fiel"
380,"CLI00380","PF - Varejo","Recall","SP","9","2023-02-04","2024-12-23","16497.54","Fiel"
2862,"CLI02862","PJ - Frota Pequena","Indicação","SP","9","2023-03-03","2024-08-22","16476.29","Fiel"
401,"CLI00401","PF - Premium","Indicação","MG","9","2023-02-01","2024-12-12","13100.83","Fiel"
1073,"CLI01073","PJ - Frota Pequena","CRM Ativo","SP","9","2023-02-19","2024-12-27","18017.58","Fiel"
612,"CLI00612","PF - Premium","Indicação","ES","9","2023-01-21","2024-12-10","13195.27","Fiel"
887,"CLI00887","PJ - Frota Pequena","Digital","MG","9","2023-01-23","2024-12-18","12078.11","Fiel"
2885,"CLI02885","PF - Varejo","Fidelização","MG","9","2023-06-13","2024-08-30","6503.57","Fiel"
1954,"CLI01954","PF - Premium","Digital","DF","9","2023-03-31","2024-10-14","12834.25","Fiel"
3283,"CLI03283","PF - Varejo","Indicação","SP","9","2023-03-01","2024-11-24","12494.97","Fiel"
1731,"CLI01731","PJ - Frota Pequena","Indicação","SP","9","2023-02-01","2024-12-15","25963.28","Fiel"
3233,"CLI03233","PF - Varejo","Digital","BA","9","2023-03-09","2024-11-13","14703.39","Fiel"
402,"CLI00402","PF - Varejo","Showroom","RJ","9","2023-06-12","2024-10-05","8140.28","Fiel"
403,"CLI00403","PJ - Frota Pequena","CRM Ativo","SP","9","2023-02-19","2024-09-01","13136.39","Fiel"
2372,"CLI02372","PF - Varejo","Digital","MG","9","2023-03-01","2024-11-23","15914.55","Fiel"
3310,"CLI03310","PF - Varejo","Showroom","BA","9","2023-02-04","2024-10-05","11215.65","Fiel"
1902,"CLI01902","PJ - Frota Pequena","Digital","PR","9","2023-05-11","2024-10-01","9767.41","Fiel"
1603,"CLI01603","PF - Premium","Showroom","PR","9","2023-03-21","2024-10-29","5446.60","Fiel"
1039,"CLI01039","PJ - Frota Pequena","Digital","RJ","9","2023-02-18","2024-08-13","16366.67","Fiel"
3801,"CLI03801","PF - Varejo","Indicação","RJ","9","2023-03-02","2024-11-09","9945.58","Fiel"
1177,"CLI01177","PF - Varejo","Indicação","SP","9","2023-02-17","2024-12-09","12640.23","Fiel"
